"CBSA Code",Geographic area,Legal/statistical area description,Population,,Population rank1,,"Land area in square miles
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,"602,095","483,924",87,92,"1,797.8",
29540,"Lancaster, PA",Metropolitan Statistical Area,"519,445","470,658",99,96,943.8,
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"464,036","447,728",108,99,"1,697.7",
29700,"Laredo, TX",Metropolitan Statistical Area,"250,304","193,117",184,199,"3,361.5",
29740,"Las Cruces, NM",Metropolitan Statistical Area,"209,233","174,682",203,213,"3,807.5",
29820,"Las Vegas-Paradise, NV",Metropolitan Statistical Area,"1,951,269","1,375,765",30,36,"7,891.4",
29940,"Lawrence, KS",Metropolitan Statistical Area,"110,826","99,962",329,337,455.9,
30020,"Lawton, OK",Metropolitan Statistical Area,"124,098","114,996",310,298,"1,069.3",
30140,"Lebanon, PA",Metropolitan Statistical Area,"133,568","120,327",292,288,361.8,
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,"60,888","57,961",365,364,"1,484.3",
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,"107,702","103,793",334,328,467.9,
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,"472,099","408,326",106,109,"1,468.5",
30620,"Lima, OH",Metropolitan Statistical Area,"106,331","108,473",337,317,402.5,
30700,"Lincoln, NE",Metropolitan Statistical Area,"302,157","266,787",155,160,"1,409.0",
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"699,757","610,518",74,77,"4,085.2",
30860,"Logan, UT-ID",Metropolitan Statistical Area,"125,442","102,720",305,332,"1,828.5",
30980,"Longview, TX",Metropolitan Statistical Area,"214,369","194,042",198,196,"1,780.3",
31020,"Longview, WA",Metropolitan Statistical Area,"102,410","92,948",340,345,"1,140.1",
31080,"Los Angeles-Long Beach-Santa Ana, CA",Metropolitan Statistical Area,"12,828,837","12,365,627",2,2,"4,848.5",
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"1,283,566","1,161,975",42,43,"4,110.9",
31180,"Lubbock, TX",Metropolitan Statistical Area,"284,890","249,700",162,169,"1,795.8",
31340,"Lynchburg, VA",Metropolitan Statistical Area,"252,634","228,616",180,178,"2,120.3",
31420,"Macon, GA",Metropolitan Statistical Area,"232,293","222,368",190,183,"1,722.6",
31460,"Madera-Chowchilla, CA",Metropolitan Statistical Area,"150,865","123,109",265,284,"2,137.1",
31540,"Madison, WI",Metropolitan Statistical Area,"568,593","501,774",89,88,"2,725.3",
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,"400,721","380,841",129,119,876.1,
31740,"Manhattan, KS",Metropolitan Statistical Area,"127,081","108,999",302,315,"1,835.4",
31860,"Mankato-North Mankato, MN",Metropolitan Statistical Area,"96,740","85,712",348,352,"1,196.3",
31900,"Mansfield, OH",Metropolitan Statistical Area,"124,475","128,852",308,277,495.3,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,"774,769","569,463",68,81,"1,570.9",
32780,"Medford, OR",Metropolitan Statistical Area,"203,206","181,269",207,207,"2,783.5",
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"1,316,100","1,205,204",41,41,"4,577.9",
32900,"Merced, CA",Metropolitan Statistical Area,"255,793","210,554",177,186,"1,935.0",
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,"5,564,635","5,007,564",8,6,"5,077.3",
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,"111,467","110,106",327,312,598.3,
33260,"Midland, TX",Metropolitan Statistical Area,"136,872","116,009",284,295,900.3,
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"1,555,908","1,500,741",39,35,"1,454.8",
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"3,279,833","2,968,806",16,16,"6,027.2",
33540,"Missoula, MT",Metropolitan Statistical Area,"109,299","95,802",331,342,"2,593.4",
33660,"Mobile, AL",Metropolitan Statistical Area,"412,992","399,843",124,113,"1,229.4",
33700,"Modesto, CA",Metropolitan Statistical Area,"514,453","446,997",100,100,"1,494.8",
33740,"Monroe, LA",Metropolitan Statistical Area,"176,441","170,053",229,219,"1,487.4",
33780,"Monroe, MI",Metropolitan Statistical Area,"152,021","145,945",262,249,549.4,
33860,"Montgomery, AL",Metropolitan Statistical Area,"374,536","346,528",136,131,"2,713.1",
34060,"Morgantown, WV",Metropolitan Statistical Area,"129,709","111,200",297,307,"1,008.9",
34100,"Morristown, TN",Metropolitan Statistical Area,"136,608","123,081",285,285,715.9,
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,"116,901","102,979",317,331,"1,731.2",
34620,"Muncie, IN",Metropolitan Statistical Area,"117,671","118,769",316,292,392.1,
34740,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,"172,188","170,200",234,218,499.2,
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Metropolitan Statistical Area,"269,291","196,629",171,194,"1,133.9",
34900,"Napa, CA",Metropolitan Statistical Area,"136,484","124,279",286,282,748.4,
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,"321,520","251,377",149,168,"1,998.3",
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"1,589,934","1,311,789",38,39,"5,688.7",
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,"862,477","824,008",60,57,604.5,
35380,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,"1,167,764","1,316,510",46,38,"2,960.2",
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,"18,897,109","18,323,002",1,1,"6,686.9",
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,"156,813","162,453",254,229,567.7,
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,"702,281","589,959",73,79,"1,298.8",
35980,"Norwich-New London, CT",Metropolitan Statistical Area,"274,055","259,088",167,161,664.9,
36100,"Ocala, FL",Metropolitan Statistical Area,"331,298","258,916",147,162,"1,584.5",
36140,"Ocean City, NJ",Metropolitan Statistical Area,"97,265","102,326",347,333,251.4,
36220,"Odessa, TX",Metropolitan Statistical Area,"137,130","121,123",283,287,897.7,
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"547,184","442,656",94,102,"1,484.1",
36420,"Oklahoma City, OK",Metropolitan Statistical Area,"1,252,987","1,095,421",44,47,"5,511.6",
36500,"Olympia, WA",Metropolitan Statistical Area,"252,264","207,355",181,189,722.0,
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"865,350","767,041",59,60,"4,349.6",
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"2,134,411","1,644,561",26,30,"3,478.5",
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,"166,994","156,763",238,235,434.5,
36980,"Owensboro, KY",Metropolitan Statistical Area,"114,752","109,875",323,313,898.5,
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,"823,318","753,197",63,61,"1,843.1",
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,"543,376","476,230",95,95,"1,015.7",
37380,"Palm Coast, FL",Metropolitan Statistical Area,"95,696","49,832",352,366,485.5,
37460,"Panama City-Lynn Haven-Panama City Beach, FL",Metropolitan Statistical Area,"168,852","148,217",236,247,758.5,
37620,"Parkersburg-Marietta-Vienna, WV-OH",Metropolitan Statistical Area,"162,056","164,624",244,225,"1,360.8",
37700,"Pascagoula, MS",Metropolitan Statistical Area,"162,246","150,564",243,243,"1,201.5",
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,"448,991","412,153",110,108,"1,668.1",
37900,"Peoria, IL",Metropolitan Statistical Area,"379,186","366,899",135,127,"2,470.9",
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"5,965,343","5,687,147",5,4,"4,602.1",
38060,"Phoenix-Mesa-Glendale, AZ",Metropolitan Statistical Area,"4,192,887","3,251,876",14,14,"14,565.8",
38220,"Pine Bluff, AR",Metropolitan Statistical Area,"100,258","107,341",343,322,"2,030.0",
