GeoFips,GeoName,LineCode,Description,2021,
35660,"Niles, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6916916,
35660,"Niles, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.015,
35660,"Niles, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8455695,
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),36457991,
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,147.099,
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),44746013,
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17008630,
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.322,
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),20743047,
36100,"Ocala, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10436152,
36100,"Ocala, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.126,
36100,"Ocala, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12907979,
36140,"Ocean City, NJ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5021018,
36140,"Ocean City, NJ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.42,
36140,"Ocean City, NJ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6279126,
36220,"Odessa, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),11097612,
36220,"Odessa, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,85.668,
36220,"Odessa, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11399343,
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),29258107,
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,137.136,
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),35071325,
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),79333683,
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.36,
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),86662243,
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13055380,
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.002,
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),16245024,
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),60954914,
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.851,
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),73876512,
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),138270798,
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,138.332,
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),167279974,
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9966665,
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.242,
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11586606,
36980,"Owensboro, KY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5344788,
36980,"Owensboro, KY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.349,
36980,"Owensboro, KY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6434476,
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),48642160,
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.858,
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),58332732,
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),26063192,
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,134.779,
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),30589541,
37460,"Panama City, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8291985,
37460,"Panama City, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.011,
37460,"Panama City, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10269545,
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3240952,
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,91.523,
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4000337,
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19762797,
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,122.901,
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24309017,
37900,"Peoria, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19222983,
37900,"Peoria, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,66.602,
37900,"Peoria, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),23599643,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),399782262,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.702,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),477580629,
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),261707170,
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,133.645,
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),316090586,
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3238347,
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,88.79,
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3996508,
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),141317389,
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.166,
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),168021049,
38340,"Pittsfield, MA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6184325,
38340,"Pittsfield, MA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,94.542,
38340,"Pittsfield, MA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7682977,
38540,"Pocatello, ID (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3068263,
38540,"Pocatello, ID (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.404,
38540,"Pocatello, ID (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3732010,
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),32275695,
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.842,
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),39089209,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),159207950,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.998,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),186570323,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),16699733,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,120.088,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),20762211,
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),32002285,
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,115.111,
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),39375465,
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7193227,
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,129.585,
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8796885,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),79398392,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.664,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),96913356,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),31135789,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,177.842,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),36866060,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6008543,
39380,"Pueblo, CO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.417,
39380,"Pueblo, CO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7436671,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5606798,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,137.316,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6911071,
39540,"Racine, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7413316,
39540,"Racine, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,91.411,
39540,"Racine, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9100374,
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),91958077,
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,155.984,
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),108288115,
39660,"Rapid City, SD (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6122560,
39660,"Rapid City, SD (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.019,
39660,"Rapid City, SD (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7565027,
39740,"Reading, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),18519137,
39740,"Reading, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.308,
39740,"Reading, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),22055785,
39820,"Redding, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7496153,
39820,"Redding, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,116.048,
39820,"Redding, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9419468,
39900,"Reno, NV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),28502028,
39900,"Reno, NV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.938,
39900,"Reno, NV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),35471910,
40060,"Richmond, VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),80909957,
40060,"Richmond, VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,118.308,
40060,"Richmond, VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),99388754,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),171399926,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.132,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),213183465,
40220,"Roanoke, VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),15012147,
40220,"Roanoke, VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,105.606,
40220,"Roanoke, VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),18297657,
40340,"Rochester, MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13390490,
40340,"Rochester, MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,121.052,
40340,"Rochester, MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),15644852,
40380,"Rochester, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),57284692,
40380,"Rochester, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.196,
40380,"Rochester, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),69341714,
40420,"Rockford, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14007853,
40420,"Rockford, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.505,
40420,"Rockford, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17005386,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6268970,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.164,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7799020,
40660,"Rome, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3718784,
40660,"Rome, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.911,
40660,"Rome, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4539453,
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),130674159,
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.556,
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),160542566,
40980,"Saginaw, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7883704,
40980,"Saginaw, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.145,
40980,"Saginaw, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9363549,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10077290,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.79,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12202920,
41100,"St. George, UT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6730012,
41100,"St. George, UT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,176.756,
41100,"St. George, UT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8338042,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5418513,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.09,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6700369,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),156925798,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.524,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),187569544,
41420,"Salem, OR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17338364,
41420,"Salem, OR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,133.402,
41420,"Salem, OR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21487178,
41500,"Salinas, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),26112268,
41500,"Salinas, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,125.217,
41500,"Salinas, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),30712263,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20598156,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.556,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),25194103,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),96832917,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,140,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),118494536,
41660,"San Angelo, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8299808,
41660,"San Angelo, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,137.422,
41660,"San Angelo, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8284455,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),122836022,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.689,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),144384474,
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),224954460,
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.208,
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),267973544,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),577347865,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,158.614,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),668677573,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),384702320,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,198.645,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),410418579,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),15899992,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.398,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),19639637,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14951016,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,127.729,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),18076112,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6082743,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.696,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7636186,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),28531154,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.267,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),33306884,
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),28339324,
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.405,
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),34450601,
42340,"Savannah, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20660631,
42340,"Savannah, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.621,
42340,"Savannah, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),25681434,
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),24881438,
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.999,
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),30040721,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),413816976,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,153.573,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),479966484,
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6557964,
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,137.823,
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8063835,
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),2428533,
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.62,
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),2894022,
43100,"Sheboygan, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6470065,
43100,"Sheboygan, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.182,
43100,"Sheboygan, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7747640,
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4988343,
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.975,
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5852474,
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20904884,
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.314,
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24153731,
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4488149,
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,101.328,
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5399087,
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8191532,
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.906,
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10111866,
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19752100,
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.339,
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),26063548,
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14069532,
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.496,
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17031977,
43900,"Spartanburg, SC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14975238,
43900,"Spartanburg, SC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.876,
43900,"Spartanburg, SC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17914096,
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),26236369,
