GeoFips,GeoName,LineCode,Description,2021,
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4432827,
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.795,
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5242566,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),15554414,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,136.928,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),18899397,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3283980,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,96.479,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4025355,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),513979216,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,136.029,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),598333263,
19140,"Dalton, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6689497,
19140,"Dalton, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.966,
19140,"Dalton, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7950074,
19180,"Danville, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3024701,
19180,"Danville, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,96.603,
19180,"Danville, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3645245,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7830237,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,144.294,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9891548,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20300431,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.775,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24603801,
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),41276786,
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.971,
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),49548210,
19460,"Decatur, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5854989,
19460,"Decatur, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.006,
19460,"Decatur, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7282688,
19500,"Decatur, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6365709,
19500,"Decatur, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.293,
19500,"Decatur, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7856804,
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20632727,
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.25,
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),25516019,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),214520784,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,138.491,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),253399051,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),50799551,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,131.875,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),61171285,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),241602714,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.653,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),283660258,
20020,"Dothan, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6056414,
20020,"Dothan, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,120.708,
20020,"Dothan, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7636116,
20100,"Dover, DE (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8129576,
20100,"Dover, DE (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.36,
20100,"Dover, DE (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9984324,
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6428433,
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.303,
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7840579,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13239450,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.723,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),15905385,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),50698468,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.029,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),60814699,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6786765,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,110.857,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8493417,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8651815,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,116.127,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10308773,
20940,"El Centro, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8412312,
20940,"El Centro, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.687,
20940,"El Centro, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9912905,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5661720,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.002,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6819777,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17529376,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,180.836,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),19271838,
21300,"Elmira, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3491724,
21300,"Elmira, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,93.29,
21300,"Elmira, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4230830,
21340,"El Paso, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),30825362,
21340,"El Paso, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.805,
21340,"El Paso, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),37507586,
21420,"Enid, OK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3169154,
21420,"Enid, OK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,90.229,
21420,"Enid, OK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),2926730,
21500,"Erie, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10415171,
21500,"Erie, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,89.118,
21500,"Erie, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12509399,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),15112579,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.975,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),18848436,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17507972,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,110.53,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21248968,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5286112,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,94.578,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6477984,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14487492,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.983,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17706417,
22140,"Farmington, NM (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5140047,
22140,"Farmington, NM (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,79.451,
22140,"Farmington, NM (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5698394,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19839777,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.333,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24254218,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),28041752,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,149.718,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),33102945,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6855346,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.756,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8444850,
22420,"Flint, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14845962,
22420,"Flint, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.415,
22420,"Flint, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17234628,
22500,"Florence, SC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9065943,
22500,"Florence, SC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.428,
22500,"Florence, SC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11018873,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4887693,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.736,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5989958,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4834573,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.347,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5817790,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20344512,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,151.736,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24381467,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9010643,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,102.409,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10920156,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),21268711,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,121.849,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),25156180,
23420,"Fresno, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),41821044,
23420,"Fresno, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.348,
23420,"Fresno, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),49987063,
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),2596715,
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,95.532,
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3175372,
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14952622,
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,127.752,
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),18353884,
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10987617,
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,147.885,
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),13561088,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3504068,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,102.664,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4310644,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6089488,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.045,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7446782,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4704244,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.653,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5761092,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4981440,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.448,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6226443,
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3990638,
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.709,
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4871762,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6142260,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.201,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7444077,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),57145271,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,122.458,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),68401313,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),2954596,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,144.642,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3666285,
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3376263,
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,102.652,
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4150622,
24540,"Greeley, CO (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),21188168,
24540,"Greeley, CO (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,172.81,
24540,"Greeley, CO (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),22082249,
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),18481871,
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.819,
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21991068,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),37466751,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.466,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),45574221,
24780,"Greenville, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8795073,
24780,"Greenville, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.088,
24780,"Greenville, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10841765,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),43080615,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.789,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),52328843,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17663440,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.28,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21177139,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10282183,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,110.202,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12755632,
25220,"Hammond, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4042857,
25220,"Hammond, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.218,
25220,"Hammond, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4897538,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6074335,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.167,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7258824,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),36686673,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.267,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),43867213,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),7972516,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,105.829,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),9499442,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),90663652,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.637,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),106507622,
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5858656,
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.869,
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7181156,
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13820128,
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.318,
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),16787117,
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9212287,
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,131.668,
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11497194,
25980,"Hinesville, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3607699,
25980,"Hinesville, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,96.167,
25980,"Hinesville, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4427847,
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4151554,
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.835,
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5247686,
26300,"Hot Springs, AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3164010,
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.316,
26300,"Hot Springs, AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3907112,
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7912874,
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,72.829,
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9350744,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),463233301,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.824,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),537066232,
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14338740,
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.526,
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),16470842,
26620,"Huntsville, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),29065360,
26620,"Huntsville, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,125.737,
26620,"Huntsville, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),34086472,
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8182966,
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,151.549,
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9915330,
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),133188041,
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,116.25,
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),162062985,
26980,"Iowa City, IA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9615267,
26980,"Iowa City, IA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.519,
26980,"Iowa City, IA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11989228,
27060,"Ithaca, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5735595,
27060,"Ithaca, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.227,
27060,"Ithaca, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7044555,
27100,"Jackson, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6337930,
